标签名,出现次数,位置(行号:路径)
安全背心,3,8068:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/安全背心 || 8571:V2融合世界标签体系/通用分类标签/人造物体/安全背心 || 11134:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/安全背心
安哥拉,3,12087:V2融合世界标签体系/通用分类标签/动物/哺乳动物/猫科动物/猫/家猫/安哥拉 || 12328:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/兔形目动物/兔科动物/兔/安哥拉 || 12356:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/有蹄哺乳动物/偶蹄动物/反刍动物/牛科动物/山羊/家山羊/安哥拉
宝石,3,6904:V2融合世界标签体系/通用分类标签/人造物体/箱包首饰/珠宝首饰/宝石 || 27834:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/面包/速发面包/宝石 || 32103:V2融合世界标签体系/通用分类标签/知识与学科/宝石
客厅,3,17687:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/包房/客厅 || 17756:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/接待室/客厅 || 17757:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/接待室/客厅
客房,3,17708:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/卧室/客房 || 17709:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/卧室/客房 || 17751:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/客房
宴会,3,25764:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/宴会 || 25776:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/晚宴/宴会 || 29020:V2融合世界标签体系/通用分类标签/食物/一餐/宴会
宴会厅,3,17602:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/听众席/会议厅/宴会厅 || 17740:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/大厅/宴会厅 || 26415:V2融合世界标签体系/通用分类标签/行为动作/宴会厅
家,3,7282:V2融合世界标签体系/通用分类标签/人造物体/体育器材/棒球器材/垒/家 || 17515:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处/家 || 18849:V2融合世界标签体系/通用分类标签/文化艺术与媒介/家
家居装饰,3,10083:V2融合世界标签体系/通用分类标签/人造物体/点缀/家居装饰 || 17875:V2融合世界标签体系/通用分类标签/建筑与基础设施/家居装饰 || 17876:V2融合世界标签体系/通用分类标签/建筑与基础设施/家居装饰
容器盒,3,8794:V2融合世界标签体系/通用分类标签/人造物体/容器/容器盒 || 8796:V2融合世界标签体系/通用分类标签/人造物体/容器/容器盒 || 24207:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/容器盒
宽边帽,3,6062:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/帽子/宽边帽 || 6063:V2融合世界标签体系/通用分类标签/人造物体/服饰全品/帽子/宽边帽 || 23993:V2融合世界标签体系/通用分类标签/自然景观/海岸与岛屿/岛屿/宽边帽
导管,3,11543:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/导管 || 11546:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/导管/导管 || 11555:V2融合世界标签体系/通用分类标签/人造物体/道路/通道/导管/管/导管
小提琴,3,3216:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/弦乐器/弓弦乐器/小提琴 || 6604:V2融合世界标签体系/通用分类标签/人造物体/益智玩具/小提琴 || 29885:V2融合世界标签体系/通用分类标签/声音/乐器/弓弦乐器/小提琴
小说,3,18850:V2融合世界标签体系/通用分类标签/文化艺术与媒介/小说 || 19529:V2融合世界标签体系/通用分类标签/文字与信息图形/书面交流/文学作品/小说 || 19530:V2融合世界标签体系/通用分类标签/文字与信息图形/书面交流/文学作品/小说/小说
小麦,3,20792:V2融合世界标签体系/通用分类标签/植物/农作物/小麦 || 21263:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/牧草/谷类禾草/小麦 || 29847:V2融合世界标签体系/通用分类标签/食物/食品/谷物/小麦
尖牙,3,1192:V2融合世界标签体系/通用分类标签/人物与人体/五官/牙齿/尖牙 || 1193:V2融合世界标签体系/通用分类标签/人物与人体/五官/牙齿/尖牙 || 19956:V2融合世界标签体系/通用分类标签/文字与信息图形/自然语言/尼日尔-科尔多凡语系/尼日尔-刚果语系/班图人/尖牙
尖钉,3,7260:V2融合世界标签体系/通用分类标签/人造物体/体育器材/尖钉 || 17945:V2融合世界标签体系/通用分类标签/建筑与基础设施/投影/尖钉 || 26568:V2融合世界标签体系/通用分类标签/行为动作/排放/放电/尖钉
尿布,3,7692:V2融合世界标签体系/通用分类标签/人造物体/台布/尿布 || 8070:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/尿布 || 11136:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/衣服/尿布
屋顶,3,10774:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/屋顶 || 10786:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/屋顶/屋顶 || 24212:V2融合世界标签体系/通用分类标签/自然景观/天然覆盖物/屋顶
屏障,3,18287:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/屏障 || 24291:V2融合世界标签体系/通用分类标签/自然景观/机制/屏障 || 32113:V2融合世界标签体系/通用分类标签/知识与学科/屏障
山坡,3,24109:V2融合世界标签体系/通用分类标签/自然景观/侧面/山坡 || 24110:V2融合世界标签体系/通用分类标签/自然景观/侧面/山坡/山坡 || 24111:V2融合世界标签体系/通用分类标签/自然景观/侧面/山坡
山柳菊,3,21916:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/野花/山柳菊 || 22420:V2融合世界标签体系/通用分类标签/植物/草本植物/山柳菊 || 22421:V2融合世界标签体系/通用分类标签/植物/草本植物/山柳菊
山核桃,3,20207:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/坚果树/山核桃 || 24401:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/坚果/食用坚果/山核桃 || 24402:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/坚果/食用坚果/山核桃
山雀,3,14374:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/山雀 || 14376:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/山雀/山雀 || 14377:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/山雀/山雀
崖沙燕,3,14418:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/燕子/崖沙燕 || 14419:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/燕子/崖沙燕/崖沙燕 || 14421:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/燕子/崖沙燕
工作室,3,17752:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/室/工作室 || 18864:V2融合世界标签体系/通用分类标签/文化艺术与媒介/工作室 || 18867:V2融合世界标签体系/通用分类标签/文化艺术与媒介/工作室
带子,3,8395:V2融合世界标签体系/通用分类标签/人造物体/器具/皮带/带子 || 9757:V2融合世界标签体系/通用分类标签/人造物体/条带/带子 || 10542:V2融合世界标签体系/通用分类标签/人造物体/线/索/带子
平底玻璃杯,3,8854:V2融合世界标签体系/通用分类标签/人造物体/容器/杯子/平底玻璃杯 || 14886:V2融合世界标签体系/通用分类标签/动物/鸟类/鸡形目鸟/鸽形目鸟类/鸽子/家鸽/平底玻璃杯 || 18349:V2融合世界标签体系/通用分类标签/建筑与基础设施/辎重/平底玻璃杯
平底锅,3,4293:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/平底锅 || 4294:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/平底锅/平底锅 || 8828:V2融合世界标签体系/通用分类标签/人造物体/容器/平底锅
幼虫,3,15110:V2融合世界标签体系/通用分类标签/动物/幼虫 || 15116:V2融合世界标签体系/通用分类标签/动物/幼虫/幼虫 || 15117:V2融合世界标签体系/通用分类标签/动物/幼虫/幼虫
幼鸟,3,15080:V2融合世界标签体系/通用分类标签/动物/后代/幼鸟 || 15081:V2融合世界标签体系/通用分类标签/动物/后代/幼鸟/幼鸟 || 15082:V2融合世界标签体系/通用分类标签/动物/后代/幼鸟/幼鸟
幽灵,3,2733:V2融合世界标签体系/通用分类标签/人物与人体/幽灵 || 2949:V2融合世界标签体系/通用分类标签/人物与人体/灵体/幽灵 || 32334:V2融合世界标签体系/通用分类标签/知识与学科/知识/表征/外表/幻想/幻影/幽灵
庆典,3,23495:V2融合世界标签体系/通用分类标签/组织机构与社会事件/事务/庆典 || 26026:V2融合世界标签体系/通用分类标签/行为动作/休养/庆典 || 26027:V2融合世界标签体系/通用分类标签/行为动作/休养/庆典/庆典
床,3,4834:V2融合世界标签体系/通用分类标签/人造物体/家具大件/床 || 7537:V2融合世界标签体系/通用分类标签/人造物体/卧室家具/床 || 24139:V2融合世界标签体系/通用分类标签/自然景观/凹陷地/床
开瓶器,3,4432:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/开瓶器 || 9126:V2融合世界标签体系/通用分类标签/人造物体/手工工具/开启器/开瓶器 || 9127:V2融合世界标签体系/通用分类标签/人造物体/手工工具/开启器/开瓶器/开瓶器
引文,3,19547:V2融合世界标签体系/通用分类标签/文字与信息图形/书面交流/部分/引文 || 19662:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/部分/引文 || 20008:V2融合世界标签体系/通用分类标签/文字与信息图形/陈述/注解/引文
弹性材料,3,7706:V2融合世界标签体系/通用分类标签/人造物体/台布/弹性材料 || 9046:V2融合世界标签体系/通用分类标签/人造物体/弹性装置/弹性材料 || 9737:V2融合世界标签体系/通用分类标签/人造物体/条带/乐队/弹性材料
录像带,3,5725:V2融合世界标签体系/通用分类标签/人造物体/数码 3C 电子/存储设备/唱片/带状材料/录像带 || 5727:V2融合世界标签体系/通用分类标签/人造物体/数码 3C 电子/存储设备/唱片/录像/录像带 || 5734:V2融合世界标签体系/通用分类标签/人造物体/数码 3C 电子/存储设备/带状材料/录像带
志愿者,3,1756:V2融合世界标签体系/通用分类标签/人物与人体/职业身份/志愿者 || 2348:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/志愿者 || 2393:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/军事人员群体/志愿者
慢炖锅,3,4301:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/慢炖锅 || 8689:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/广口容器/慢炖锅 || 29349:V2融合世界标签体系/通用分类标签/食物/慢炖锅
戏剧演员,3,3076:V2融合世界标签体系/通用分类标签/人物与人体/表演者/表演者/戏剧演员 || 3077:V2融合世界标签体系/通用分类标签/人物与人体/表演者/表演者/戏剧演员 || 25766:V2融合世界标签体系/通用分类标签/行为动作/社交互动动作/聚会/戏剧演员
戴菊,3,14435:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/莺类鸣禽/戴菊 || 14436:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/莺类鸣禽/戴菊/戴菊 || 14437:V2融合世界标签体系/通用分类标签/动物/鸟类/鸣禽/莺类鸣禽/戴菊/戴菊
房间,3,17613:V2融合世界标签体系/通用分类标签/建筑与基础设施/区/围场/房间 || 18207:V2融合世界标签体系/通用分类标签/建筑与基础设施/空腔/房间 || 32154:V2融合世界标签体系/通用分类标签/知识与学科/房间
手术刀,3,4022:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/医疗仪器/外科器械/手术刀 || 4023:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/医疗仪器/外科器械/手术刀/手术刀 || 4090:V2融合世界标签体系/通用分类标签/人造物体/医疗器械/手术刀
手枪,3,1249:V2融合世界标签体系/通用分类标签/人物与人体/人体部位/手臂/手枪 || 1276:V2融合世界标签体系/通用分类标签/人物与人体/人体部位/手臂/手枪/一件/手枪 || 1282:V2融合世界标签体系/通用分类标签/人物与人体/人体部位/手臂/手枪/一件/手枪/手枪
手枪用的皮套,3,8155:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/装备/带/手枪用的皮套 || 10854:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/保护/鞘/手枪用的皮套 || 11221:V2融合世界标签体系/通用分类标签/人造物体/覆盖物/可穿戴设备/装备/带/手枪用的皮套
