标签名,出现次数,位置(行号:路径)
击球手套,2,6939:V2融合世界标签体系/通用分类标签/人造物体/体育器材/棒球器材/击球手套 || 7488:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/手部穿戴物/手套/击球手套
凿子,2,5149:V2融合世界标签体系/通用分类标签/人造物体/工业机械设备/凿子 || 7088:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/凿子
刀,2,7091:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/刀 || 10609:V2融合世界标签体系/通用分类标签/人造物体/武器/刀
分开,2,7572:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/分开 || 24847:V2融合世界标签体系/通用分类标签/行为动作/完整性变化/分开
切割,2,23820:V2融合世界标签体系/通用分类标签/行为动作/工作学习动作/切割 || 27779:V2融合世界标签体系/通用分类标签/食物/肉/切割
切碎机,2,7092:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/刀/切碎机 || 7960:V2融合世界标签体系/通用分类标签/人造物体/器具/厨房用具/切碎机
划艇,2,240:V2融合世界标签体系/通用分类标签/交通工具/水上载具/小船/划艇 || 861:V2融合世界标签体系/通用分类标签/交通工具/水上交通工具/划艇
列车,2,724:V2融合世界标签体系/通用分类标签/交通工具/公共运输/列车 || 1088:V2融合世界标签体系/通用分类标签/交通工具/铁路运输/列车
刚松,2,18658:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/松属植物/刚松 || 18677:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/松属植物/黄松/刚松
初学者,2,2460:V2融合世界标签体系/通用分类标签/人物与人体/宗教人士/初学者 || 2528:V2融合世界标签体系/通用分类标签/人物与人体/技能不熟练者/初学者
刨槽机,2,2190:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/刨槽机 || 9077:V2融合世界标签体系/通用分类标签/人造物体/机器/动力工具/刨槽机
别针,2,3026:V2融合世界标签体系/通用分类标签/人造物体/五金工具/紧固件/别针 || 6577:V2融合世界标签体系/通用分类标签/人造物体/箱包首饰/珠宝首饰/别针
刮铲,2,4000:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/炊具/车床工/刮铲 || 8611:V2融合世界标签体系/通用分类标签/人造物体/手工工具/刮铲
制造,2,16364:V2融合世界标签体系/通用分类标签/建筑与基础设施/制造 || 17642:V2融合世界标签体系/通用分类标签/文化艺术与媒介/用原材料制作/制造
刺猬,2,10822:V2融合世界标签体系/通用分类标签/动物/哺乳动物/啮齿动物/刺猬 || 11610:V2融合世界标签体系/通用分类标签/动物/哺乳动物/有胎盘的/食虫动物/刺猬
刺罂粟,2,20440:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/罂粟/刺罂粟 || 20810:V2融合世界标签体系/通用分类标签/植物/草本植物/刺罂粟
刺菜蓟,2,21085:V2融合世界标签体系/通用分类标签/植物/草本植物/蔬菜/刺菜蓟 || 27422:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/刺菜蓟
刺蜥,2,12858:V2融合世界标签体系/通用分类标签/动物/爬行动物/双孔亚纲动物/蜥形动物/蜥蜴/飞蜥科动物/刺魔蜥/刺蜥 || 12863:V2融合世界标签体系/通用分类标签/动物/爬行动物/双孔亚纲动物/蜥形动物/蜥蜴/鬣蜥科动物/刺蜥
刺身,2,25784:V2融合世界标签体系/通用分类标签/食物/中式菜肴汤品/刺身 || 27191:V2融合世界标签体系/通用分类标签/食物/一道菜/刺身
剃须刀,2,1391:V2融合世界标签体系/通用分类标签/人物与人体/性别与生理属性/男性/成年雄性/剃须刀 || 7104:V2融合世界标签体系/通用分类标签/人造物体/切割器具/切削工具/刃具/剃刀/剃须刀
前卫摇滚,2,18314:V2融合世界标签体系/通用分类标签/文字与信息图形/听觉交流/音乐流派/摇滚音乐/前卫摇滚 || 18578:V2融合世界标签体系/通用分类标签/文字与信息图形/表现风格/音乐流派/通俗音乐/前卫摇滚
副本,2,17715:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/副本 || 18429:V2融合世界标签体系/通用分类标签/文字与信息图形/指示/记录/书面记录/副本
办公桌,2,4464:V2融合世界标签体系/通用分类标签/人造物体/家具大件/办公桌 || 9229:V2融合世界标签体系/通用分类标签/人造物体/桌子/书桌/办公桌
办公椅,2,4473:V2融合世界标签体系/通用分类标签/人造物体/家具大件/办公椅 || 8031:V2融合世界标签体系/通用分类标签/人造物体/坐椅/办公椅
加农炮,2,6121:V2融合世界标签体系/通用分类标签/人造物体/武器与安防用品/火炮/加农炮 || 10640:V2融合世界标签体系/通用分类标签/人造物体/武器/手枪/加农炮
加油器,2,197:V2融合世界标签体系/通用分类标签/交通工具/水上载具/货船/加油器 || 2115:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/加油器
加湿器,2,4773:V2融合世界标签体系/通用分类标签/人造物体/家用电器/加湿器 || 7777:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/耐用品/器具/加湿器
加速器,2,6810:V2融合世界标签体系/通用分类标签/人造物体/乐器/器械/科学仪器/加速器 || 7923:V2融合世界标签体系/通用分类标签/人造物体/器具/棒/杠杆/脚踏杆/加速器
动力工具,2,9074:V2融合世界标签体系/通用分类标签/人造物体/机器/动力工具 || 28264:V2融合世界标签体系/通用分类标签/声音/事物声音/工具/动力工具
动物纤维,2,29776:V2融合世界标签体系/通用分类标签/材料与物质/动物材料/动物产品/动物纤维 || 29858:V2融合世界标签体系/通用分类标签/材料与物质/天然纤维/动物纤维
动画师,2,2209:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/技术工人/技术员/动画师 || 2282:V2融合世界标签体系/通用分类标签/人物与人体/劳动者/动画师
助听器,2,8088:V2融合世界标签体系/通用分类标签/人造物体/声学装置/助听器 || 9729:V2融合世界标签体系/通用分类标签/人造物体/电子器件/助听器
劳动者,2,2109:V2融合世界标签体系/通用分类标签/人物与人体/劳动者 || 14128:V2融合世界标签体系/通用分类标签/动物/无脊椎动物/节肢动物/昆虫/劳动者
勃艮第白葡萄酒,2,27879:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/勃艮第/勃艮第白葡萄酒 || 27896:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/白葡萄酒/勃艮第白葡萄酒
包,2,8131:V2融合世界标签体系/通用分类标签/人造物体/容器/包 || 30187:V2融合世界标签体系/通用分类标签/知识与学科/收藏品集合/包
包/包装/包裹,2,8171:V2融合世界标签体系/通用分类标签/人造物体/容器/包/包装/包裹 || 24725:V2融合世界标签体系/通用分类标签/行为动作/包围/包/包装/包裹
包子,2,25494:V2融合世界标签体系/通用分类标签/食物/中式主食面点/包子 || 26174:V2融合世界标签体系/通用分类标签/食物/烘焙甜品点心/面包/包子
化学家,2,2413:V2融合世界标签体系/通用分类标签/人物与人体/大人/专业人员/初级保健提供者/化学家 || 30975:V2融合世界标签体系/IP 分类标签/真人与人物 IP/科学文化人物/科学家/化学家
化装服,2,7499:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/伪装/化装服 || 7508:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/打扮/剧装/化装服
化验,2,24719:V2融合世界标签体系/通用分类标签/行为动作/力图/化验 || 30348:V2融合世界标签体系/通用分类标签/知识与学科/问题解决/研究/化验
医院,2,14576:V2融合世界标签体系/通用分类标签/场景/室内场景/医院 || 15555:V2融合世界标签体系/通用分类标签/建筑与基础设施/公共服务建筑/医院
升麻,2,19088:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/升麻 || 20501:V2融合世界标签体系/通用分类标签/植物/有毒植物/升麻
半履带车,2,740:V2融合世界标签体系/通用分类标签/交通工具/军用车/半履带车 || 1006:V2融合世界标签体系/通用分类标签/交通工具/轮式车辆/自行式车辆/履带车辆/半履带车
半挂牵引车,2,581:V2融合世界标签体系/通用分类标签/交通工具/陆地民用车辆/货车/半挂牵引车 || 819:V2融合世界标签体系/通用分类标签/交通工具/拖车/半挂牵引车
半独立式住宅,2,16281:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处/H类住宅/半独立式住宅 || 16301:V2融合世界标签体系/通用分类标签/建筑与基础设施/住宅/住处/半独立式住宅
单板滑雪,2,24497:V2融合世界标签体系/通用分类标签/行为动作/休养/体育/滑冰/单板滑雪 || 25184:V2融合世界标签体系/通用分类标签/行为动作/滑动/单板滑雪
单簧管,2,2958:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/单簧管 || 2966:V2融合世界标签体系/通用分类标签/人造物体/中西乐器/管乐器/木材/拍簧乐器/单簧乐器/单簧管
单色,2,6649:V2融合世界标签体系/通用分类标签/人造物体/艺术品与工艺品/绘画作品/单色 || 17738:V2融合世界标签体系/通用分类标签/文化艺术与媒介/表征/图画/单色
单镜头反光相机,2,8741:V2融合世界标签体系/通用分类标签/人造物体/摄影设备/照相机/单镜头反光相机 || 28282:V2融合世界标签体系/通用分类标签/声音/事物声音/机制/相机/单镜头反光相机
南洋杉,2,18651:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/针叶树/南洋杉 || 22965:V2融合世界标签体系/通用分类标签/自然景观/植物结构/植物器官/生殖结构/果子/种子/坚果/食用坚果/南洋杉
南瓜,2,19868:V2融合世界标签体系/通用分类标签/植物/草本竹藤植物/藤本植物/南瓜藤/南瓜 || 27439:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/南瓜
博若莱葡萄酒,2,27880:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/勃艮第/博若莱葡萄酒 || 27911:V2融合世界标签体系/通用分类标签/食物/致醉物/葡萄酒/红葡萄酒/博若莱葡萄酒
卡丁车运动,2,24506:V2融合世界标签体系/通用分类标签/行为动作/休养/体育/竞速运动/卡丁车运动 || 24515:V2融合世界标签体系/通用分类标签/行为动作/休养/体育/赛车运动/卡丁车运动
卡夫坦长袍,2,7466:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/女装/女服/卡夫坦长袍 || 7617:V2融合世界标签体系/通用分类标签/人造物体/商品/消费品/可穿戴设备/衣服/外衣/披风/卡夫坦长袍
卡宴辣椒,2,27504:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/茄科蔬菜/胡椒/辣椒/寒冷的/卡宴辣椒 || 27950:V2融合世界标签体系/通用分类标签/食物/调味剂/卡宴辣椒
卡纸板,2,29790:V2融合世界标签体系/通用分类标签/材料与物质/包装材料/卡纸板 || 29994:V2融合世界标签体系/通用分类标签/材料与物质/纸/卡纸板
卫生巾,2,7180:V2融合世界标签体系/通用分类标签/人造物体/卫生巾 || 9956:V2融合世界标签体系/通用分类标签/人造物体/缓冲材料/垫子/卫生巾
印度人,2,1952:V2融合世界标签体系/通用分类标签/人物与人体/住户/亚洲人/印度人 || 2732:V2融合世界标签体系/通用分类标签/人物与人体/美洲原住民/印度人
印度楝,2,18737:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/印度楝 || 18799:V2融合世界标签体系/通用分类标签/植物/乔木灌木林木/乔木/开花乔木/印度楝
印第安画笔花,2,20171:V2融合世界标签体系/通用分类标签/植物/显花植物/开花植物/野花/印第安画笔花 || 20772:V2融合世界标签体系/通用分类标签/植物/草本植物/乳草/印第安画笔花
卷,2,28973:V2融合世界标签体系/通用分类标签/属性与状态/三维形状/圆柱/卷 || 29094:V2融合世界标签体系/通用分类标签/属性与状态/圆形/卷
卷心菜,2,20824:V2融合世界标签体系/通用分类标签/植物/草本植物/十字花科植物/卷心菜 || 27425:V2融合世界标签体系/通用分类标签/食物/农产品/蔬菜/十字花科蔬菜/卷心菜
卷盘,2,8752:V2融合世界标签体系/通用分类标签/人造物体/摄影设备/相纸/摄影胶片/卷盘 || 8970:V2融合世界标签体系/通用分类标签/人造物体/机制/机械装置/卷绕器/卷盘
压力锅,2,4089:V2融合世界标签体系/通用分类标签/人造物体/厨房餐厨用品/压力锅 || 8236:V2融合世界标签体系/通用分类标签/人造物体/容器/器皿/消毒器/压力锅
